State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
Texas,Sam Houston State University,Master of Arts in Special Education (Low Incidence Disabilities and Autism Program) Thesis,Special Education,Masters,In Person,No,No license,https://www.shsu.edu/programs/graduate/special-education-lida/
Texas,Sam Houston State University,Master of Education in Special Education (Transition Certificate Track - Online),Special Education,Masters,In Person or Online ,No,No license,http://catalog.shsu.edu/graduate-and-professional/college-departments/education/school-of-teaching-and-learning/special-education-med/
Texas,Southern Methodist University,Master of Education in Special Education,Special Education,Masters,In Person or Online ,No,No license,https://www.smu.edu/Simmons/Academics/Teacher-Education/Graduate-Specializations/SPED
Texas,Southwestern University,BSEd. Elementary (EC-grade 6) dual certification Special Education,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,"TWO: 
https://www.southwestern.edu/education/
https://www.southwestern.edu/education/majoring-minoring/"
Texas,Stephen F. Austin State University,BS  interdisciplinary studies EC-6 plus Special Education Teaching Minor,Dual,Bachelors,In Person or Online ,No,Elementary Ed and Special Education,"BS https://www.sfasu.edu/edstudies/academics/special-ed
Special Ed Minor https://www.sfasu.edu/edstudies/academics/special-ed/special-ed-minor"
Texas,Stephen F. Austin State University,BS in Interdisciplinary Studies with concentration in Special Education (EC-12) All-Level Certification,Special Education,Bachelors,In Person or Online ,No,Special Education,https://www.sfasu.edu/edstudies/academics/special-ed
Texas,Stephen F. Austin State University,BS in the Deaf and Hard of Hearing,Special Education,Bachelors,In Person,No,Special Education,https://www.sfasu.edu/edstudies/academics/deaf-hard-of-hearing
Texas,Stephen F. Austin State University,Master of Education in Special Education (Online or Hybrid),Special Education,Masters,Hybrid or Online,No,No license,"multiple links https://www.sfasu.edu/edstudies/academics/masters/med-sped
handbook https://www.sfasu.edu/docs/ed-studies/med-special-education-program-handbook.pdf"
Texas,Stephen F. Austin State University,Teacher of Students with Visual Impairments Certification,Special Education,Graduate Certificate,In Person,No,Special Education,https://www.sfasu.edu/edstudies/academics/certification-prep/teacher-visual-impairments
Texas,Tarleton State University,All-Level Special Education with EC–6 Generalist/Core Subjects and ESL Supplemental,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.tarleton.edu/degrees/bachelors/bs-elementary-teacher-education/index.html
Texas,Texas A&M International University,BACHELOR OF SCIENCE IN ELEMENTARY EDUCATION AND TEACHING WITH A SPECIAL EDUCATION EMPHASIS (BS),Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.tamiu.edu/undergraduate-information/education/bachelor-science-major-elementary-education-teaching-special-education-emphasis-bs/
Texas,Texas A&M International University,Alternative Certification Program, All-Level Special Education,Special Education,No Degree,In Person,Yes,Special Education
Texas,Texas A&M International University,M.S. in Curriculum and Instruction – Special Education online program,Special Education,Masters,In Person,No,No license,https://online.tamiu.edu/programs/education/ms-curriculum-instruction/special-edu/
Texas,Texas A&M University-Central Texas,Bachelor of Science Education - All Level Special Education,Special Education,Bachelors,In Person,No,Special Education,http://catalog.tamuct.edu/undergraduate-programs/bach-education/#bacheloreducationspecialeducationtext
Texas,Texas A&M University-College Station,"BS, Special Education EC-12",Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.tamu.edu/undergraduate/education-human-development/educational-psychology/education-bs-special-education-ec12/
Texas,Texas A&M University-College Station,ONLINE M.ED. . IN SPECIAL EDUCATION,Special Education,Masters,Online,No,No license,https://epsy.tamu.edu/academics/special-education-online-masters/
Texas,Texas A&M University-Commerce,Education (BA/BS) Elementary Special Education (Grade EC-6) with Supplemental SpEd,Dual,Bachelors,In Person or Online ,No,Elementary Ed and Special Education,https://www.tamuc.edu/programs/education-ba-bs-elementary-special-education/
Texas,Texas A&M University-Commerce,B.A./B.S. - Special Education All Levels,Special Education,Bachelors,In Person or Online ,No,Special Education,https://www.tamuc.edu/programs/education-bs-special-education/?source=universalmenu
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education - Option I Thesis,Special Education,Masters,Online,No,No license,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education - Option II Non-Thesis w/Initial Certification,Special Education,Masters,Online,No,Special Education,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education - Option II Non-Thesis w/w/out Certification,Special Education,Masters,Online,No,No license,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education w/emphasis in ABA - Option I Thesis,Special Education,Masters,Online,No,No license,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master of Education/Master of Science in Special Education w/emphasis in ABA - Option II Non-Thesis,Special Education,Masters,Online,No,No license,https://www.tamuc.edu/programs/special-education-med-ms/
Texas,Texas A&M University-Commerce,Master's Degrees with Alternative Teacher Certification:Special Education,Special Education,Masters,In Person or Online ,Yes,Special Education,"alt https://www.tamuc.edu/programs/alternative-teacher-certification/?source=universalmenu#
alt handbook
ms"
Texas,Texas A&M University-Commerce,Post-Bacc Alternative Certification  :Special Education All Levels,Special Education,Post Bac. Certificate,In Person or Online ,Yes,Special Education,https://www.tamuc.edu/programs/alternative-teacher-certification/
Texas,Texas A&M University-Corpus Christi,"Elementary Education, BS - EC-12 Special Education specialization - certification",Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.tamucc.edu/programs/undergraduate-programs/elementary-education-bs
Texas,Texas A&M University-Corpus Christi,"Elementary Education, BS - EC-12 Special Education specialization - no certification",Dual,Bachelors,In Person,No,No license,https://www.tamucc.edu/programs/undergraduate-programs/elementary-education-bs
Texas,Texas A&M University-Corpus Christi,Alternative Certification of Educators - Initial Teaching Certification,Special Education,No Degree,In Person,Yes,Special Education,https://www.tamucc.edu/programs/graduate-programs/alternative-certification-of-educators-ace.php
Texas,Texas A&M University-Corpus Christi,"Special Education, MS",Special Education,Masters,In Person,No,No license,https://www.tamucc.edu/programs/graduate-programs/special-education-ms.php
Texas,Texas A&M University-Kingsville,"Interdisciplinary Studies, B.S. - Special Education EC-12",Special Education,Bachelors,In Person,No,Special Education,https://www.tamuk.edu/education/departments/tbed/undergraduateprograms.html
Texas,Texas A&M University-Kingsville,M.Ed. in Special Education,Special Education,Masters,Online,No,Special Education,"see both https://www.tamuk.edu/education/departments/tbed/graduateprogram.html
https://www.tamuk.edu/education/_files_COED/2017.TBED.SPED.degreeplan.pdf"
Texas,Texas A&M University-San Antonio,"Interdisciplinary Studies Special Education (Grades EC-12) with Dual Certification in Generalist (Grades EC-6), Bachelor of Science NO ESL",Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.tamusa.edu/undergraduate/education-human-development/curriculum-instruction/interdisciplinary-studies-special-education-grades-ec-12-dual-certification-generalist-bs/
Texas,Texas A&M University-Texarkana,EC to Grade 6 Core Subject with Endorsement in Special Education,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,http://catalog.tamut.edu/arts-sciences-education/teacher-certifications/elementary-education/#overviewtext
Texas,Texas A&M University-Texarkana,Master of Science in Curriculum and Instruction- Special Education (endorsement),Special Education,Masters,In Person,No,Special Education,http://catalog.tamut.edu/graduate-studies/arts-sciences-education/curriculum-instruction/special-education/#text
Texas,Texas Christian University,Accelerated Master's Degree in Special Education (EC-6 Undergraduate Major),Dual,Integrated Bachelors/Masters,In Person,No,Elementary Ed and Special Education,see both https://www.tcu.edu/academics/programs/early-childhood-education.php http://tcu.smartcatalogiq.com/en/current/Graduate-Catalog/College-of-Education/Master-of-Education-Program-Descriptions/Accelerated-Masters-Option-Special-Education
Texas,Texas Christian University,Deaf and Hard of Hearing Studies BS,Special Education,Bachelors,In Person,No,Special Education,https://www.tcu.edu/academics/programs/deaf-and-hard-of-hearing-studies.php#accd19e192-global-emphasis
Texas,Texas Christian University,"Special Education, M.Ed.",Special Education,Masters,In Person,No,No license,https://www.tcu.edu/academics/programs/special-education.php
Texas,Texas Lutheran University,"Master of Arts in Education, Curriculum and Instruction with a Special Education Focus",Special Education,Masters,Online,No,Special Education,https://www.tlu.edu/programs/masters-education
Texas,Texas Southern University,"BACHELOR OF SCIENCE DEGREE IN INTERDISCIPLINARY STUDIES
SPECIAL EDUCATION ALL LEVELS/EC-6 CONCENTRATION",Special Education,Bachelors,In Person,No,Special Education,http://www.tsu.edu/academics/colleges-and-schools/college-of-education/academics-departments/departments/curriculum-instruction/b-s-in-interdisciplinary-studies.html
Texas,Texas Southern University,"Master of Education in Curriculum and Instruction
Special Education",Special Education,Masters,In Person,No,No license,http://www.tsu.edu/academics/colleges-and-schools/college-of-education/academics-departments/departments/curriculum-instruction/m-ed-in-curriculum-instruction.html
Texas,Texas State University,"Bachelor of Science (B.S.) Major in Education (Special Education; Teacher Certification in Special Education, Early Childhood through Grade Twelve)",Blended,Bachelors,In Person,No,Special Education,https://www.education.txstate.edu/advising/Degree-Planning/Majors-and-Programs/ALSE.html
Texas,Texas State University,M.Ed Special Education Graduate Program in  Learning Disabilities/Inclusion,Special Education,Masters,In Person,No,No license,https://www.education.txst.edu/ci/graduate-programs/special-education/spec-ed-programs/ld.html
Texas,Texas State University,M.Ed Special Education Graduate Program in Autism and Applied Behavior Analysis,Special Education,Masters,In Person,No,No license,https://www.education.txst.edu/ci/Graduate-Programs/Special-Education/autism.html
Texas,Texas State University,M.Ed Special Education Graduate Program in Behavior Disorders/Positive Behavior Interventions and Supports,Special Education,Masters,In Person,No,No license,"multiple https://www.education.txst.edu/ci/Graduate-Programs/Special-Education/autism.html
https://www.education.txst.edu/ci/Graduate-Programs/Special-Education.html
https://www.gradcollege.txst.edu/programs/special-ed.html"
Texas,Texas State University,Master of Education (M.Ed.) Major in Special Education (Teacher Certification CASE Concentration),Special Education,Masters,In Person,No,Special Education,"multiple https://www.education.txst.edu/ci/Graduate-Programs/Special-Education.html
https://www.gradcollege.txst.edu/programs/special-ed.html"
Texas,Texas Tech University,"Elementary EC-6 Certification, B.S. Special Education concentration",Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.depts.ttu.edu/education/undergraduate/index.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Applied Behavior Analysis - Online,Special Education,Masters,Online,No,Special Education,https://www.depts.ttu.edu/education/graduate/special-education/applied_behavior_analysis_med.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Autism,Special Education,Masters,Online,No,Special Education,https://www.depts.ttu.edu/education/graduate/special-education/special_education_autism.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Deaf and Hard of Hearing,Special Education,Masters,Online,No,Special Education,https://www.depts.ttu.edu/education/graduate/special-education/special_education_deaf_and_hard_of_hearing.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Deafblindness,Special Education,Masters,Online,No,Special Education,"multiple https://www.depts.ttu.edu/education/graduate/special-education/special_education_dual_sensory_impairments.php
https://www.depts.ttu.edu/education/graduate/special-education/documents/Special_Education_MedSpEdHndbk-11-2-2022.pdf"
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Generic Special Education,Special Education,Masters,Online,No,Special Education,https://www.depts.ttu.edu/education/graduate/special-education/special_education_generic.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Orientation and Mobility,Special Education,Masters,Hybrid,No,Special Education,multiple https://www.depts.ttu.edu/education/graduate/special-education/special_education_orientation_and_mobility.php
Texas,Texas Tech University,M.Ed. in Special Education with a Concentration in Visual Impairment,Special Education,Masters,Hybrid or Online,No,Special Education,https://www.depts.ttu.edu/education/graduate/special-education/special_education_visual_impairment.php
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with ESL and Special Education),Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.twu.edu/undergraduate/professional-education/teacher-education/education-bs-ec-6-core-subjects-ESL-special-education/
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with Special Education),Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.twu.edu/undergraduate/professional-education/teacher-education/education-bs-ec-6-core-subjects-special-education/
Texas,Texas Women's University,MAT EC-6 Core Subjects with Special Education,Dual,Masters,Hybrid or Online,No,Elementary Ed and Special Education,https://twu.edu/teacher-education/graduate-programs/master-of-arts-in-teaching/
Texas,Texas Women's University,Post-Bachelor's Initial Teacher Certification-Only EC-6 Core Subjects with Special Education,Dual,Post Bac. Certificate,Online,No,Elementary Ed and Special Education,https://twu.edu/teacher-education/graduate-programs/post-bachelors-initial-teacher-certification-only/
Texas,Texas Women's University,B.S. in Education (EC-6 Core Subjects with Deaf and Hard of Hearing),Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://twu.edu/teacher-education/undergraduate-programs/
Texas,Texas Women's University,M.Ed. in Special Education,Special Education,Masters,In Person,No,No license,https://twu.edu/teacher-education/graduate-programs/special-education/
Texas,Texas Women's University,MS in Education of the Deaf - Online with certification,Special Education,Masters,Online,No,Special Education,https://twu.edu/communication-sciences-oral-health/communication-sciences-coms/coms-programs/ms-in-education-of-the-deaf-online/
Texas,Texas Women's University,MS in Education of the Deaf - Online without certification,Special Education,Masters,Online,No,No license,https://twu.edu/communication-sciences-oral-health/communication-sciences-coms/coms-programs/ms-in-education-of-the-deaf-online/
Texas,Texas Women's University,Post-Bachelor's Initial Teacher Certification-Only Special Education,Special Education,Post Bac. Certificate,Online,No,Special Education,https://twu.edu/teacher-education/graduate-programs/post-bachelors-initial-teacher-certification-only/
Texas,Trinity University,M.A.T. Teaching with Bachelor's Minor in Teaching and Supplemental Certificate for Special Education,Dual,Integrated Bachelors/Masters,In Person,No,Elementary Ed and Special Education,https://cosb.trinity.edu/edct#minor-teaching
Texas,University of Houston,"Bachelor of Science, Teaching & Learning 
Early Childhood thru Sixth Grade (EC-6) Generalist 
Special Education EC-6",Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://uh.edu/education/degree-programs/teaching-learning/
Texas,University of Houston,"Bachelor of Science, Human Development & Family Sciences – 
Special Populations M.Ed. – Dual Degree Program",Special Education,Integrated Bachelors/Masters,In Person,No,Special Education,https://uh.edu/education/degree-programs/spec-ed-med/
Texas,University of Houston- Victoria,Education - Early Childhood Grade 6 Core Subjects Certification with Additional Special Education Requirements,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.uhv.edu/education/undergraduate-degrees/teacher-certification/early-childhood-through-sixth-grade/
Texas,University of Houston- Victoria,Master of Education in Special Education,Special Education,Masters,In Person,No,Special Education,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - ABA Concentration,Special Education,Masters,In Person,No,Special Education,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - Autism Spectrum Disorder Concentration,Special Education,Masters,In Person,No,Special Education,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston- Victoria,Master of Education in Special Education - Dyslexia Concentration,Special Education,Masters,In Person,No,Special Education,https://www.uhv.edu/education/graduate-degrees/special-education/
Texas,University of Houston-Clear Lake,BA in ECE (EC-6) with Early Childhood Intervention Certificate,Dual,Certificate in conjunction with a Bachelors,In Person,No,No license,https://www.uhcl.edu/academics/degrees/early-childhood-intervention-certificate
Texas,University of Houston-Clear Lake,Early Childhood Education M.S. Early Childhood with Focus on Young Children with Disabilities,Dual,Masters,In Person,No,No license,https://www.uhcl.edu/academics/degrees/early-childhood-education-ms
Texas,University of Houston-Clear Lake,Education B.S. with Core Subjects EC-6 and Special Education EC-12,Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.uhcl.edu/academics/degrees/bs-in-education-with-core-subjects-ec-6-and-special-education-ec-12
Texas,University of Houston-Clear Lake,Post-Baccalaureate Teacher Certification Plan Core Subjects EC-6 Special Education EC-12,Blended,Post Bac. Certificate,In Person,No,Elementary Ed and Special Education,https://www.uhcl.edu/academics/degrees/post-baccalaureate-certification-core-subjects-ec-6-special-education-ec-12
Texas,University of Houston-Downtown,Core Subjects EC-6 with EC-12 Special Education and ESL Supplemental certification,Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.uhd.edu/academics/public-service/urban-education/sp-ed/index.aspx
Texas,University of North Texas at Dallas,"Education, (Grades EC-6 Core Subjects and Special Education, EC-12), BS",Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.untdallas.edu/preview_program.php?catoid=25&poid=1352&hl=interdisciplinary&returnto=search
Texas,University of North Texas at Denton,Early Childhood EC-6 with Science of Teaching Reading with EC-12 Special Education,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,http://catalog.unt.edu/preview_program.php?catoid=30&poid=12790&returnto=3312
Texas,University of North Texas at Denton,All-Level Special Education (Project IMPACT) certification,Special Education,Graduate Certificate,In Person,No,Special Education,https://coe.unt.edu/all-level-special-education-certification
Texas,University of North Texas at Denton,"Special Education, MEd - Autism intervention",Special Education,Masters,In Person,No,Special Education,https://www.unt.edu/academics/programs/autism-intervention-special-education-masters.html
Texas,University of North Texas at Denton,"Special Education, MEd - High incidence disabilities",Special Education,Masters,In Person,No,Special Education,https://www.unt.edu/academics/programs/high-incidence-disabilities-special-education-masters.html
Texas,University of North Texas at Denton,"Special Education, PhD Developmental disabilities and autism spectrum disorders",Special Education,Doctorate,In Person,No,No license,https://www.unt.edu/academics/programs/developmental-disabilities-and-autism-special-education-phd.html
Texas,University of North Texas at Denton,"Special Education, PhD Learning disability and behavior disorders concentration",Special Education,Doctorate,In Person,No,No license,https://www.unt.edu/academics/programs/learning-disabilities-amp-behavior-disorders-special-education-phd.html
Texas,University of St. Thomas,Dual Certification Generalist and Supplemental Special Education EC – 6,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.stthom.edu/Academics/School-of-Education-and-Human-Services/Education-Degrees-Programs/Undergraduate-Degrees/Undergraduate-Education/Special-Education-Program.aqf
Texas,University of Texas at Arlington,BACHELOR OF SCIENCE IN EDUCATION WITH EC-12 SPECIAL EDUCATION AND EC-6 CORE SUBJECTS TEACHER CERTIFICATION,Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://catalog.uta.edu/education/curriculum/undergraduate/#bachelorstext
Texas,University of Texas at Arlington,Master of Education in Special Education w/ Applied Focus,Special Education,Masters,Online,No,No license,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at Arlington,Master of Education in Special Education w/ High Incident Disabilities,Special Education,Masters,Online,No,No license,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at Arlington,Master of Education in Special Education w/ Low Incidence Disabilities,Special Education,Masters,Online,No,No license,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at Arlington,Master of Education in Special Education w/Initial Special Education Certification,Special Education,Masters,Online,No,Special Education,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at Arlington,Master of Education in Special Education w/Initial Special Education Certification as part of Project Match Made in Schools,Special Education,Masters,Online,No,Special Education,https://www.uta.edu/academics/schools-colleges/education/degrees-certifications/graduate/master-special-education
Texas,University of Texas at Austin,Early Childhood Special Education Doctoral Program,ECSE,Doctorate,In Person,No,No license,https://education.utexas.edu/departments/special-education/graduate-programs/early-childhood-special-education/early-childhood-special-education-doctoral-program
Texas,University of Texas at Austin,Early Childhood Special Education Master’s Degree Program (M.Ed.),ECSE,Masters,In Person,No,No license,https://education.utexas.edu/departments/special-education/graduate-programs/early-childhood-special-education/early-childhood-special-education-master%E2%80%99s-degree-programs
Texas,University of Texas at Austin,All-Level (Early childhood – 12th grade) Generic Special Education,Special Education,Bachelors,In Person,No,Special Education,https://education.utexas.edu/academics/bachelors/all-level-special-education/
Texas,University of Texas at Austin,Autism and Developmental Disabilities (A&DD) Option 1 M.Ed.,Special Education,Masters,In Person,No,No license,https://education.utexas.edu/departments/special-education/graduate-programs/autism-developmental-disabilities/autism-developmental-disabilities-master%E2%80%99s-degree-programs
Texas,University of Texas at Austin,Autism and Developmental Disabilities (A&DD) Option 2 M.Ed. with Report,Special Education,Masters,In Person,No,No license,https://education.utexas.edu/departments/special-education/graduate-programs/autism-developmental-disabilities/autism-developmental-disabilities-master%E2%80%99s-degree-programs
Texas,University of Texas at Austin,Autism and Developmental Disabilities (A&DD) Option 3 M.A.,Special Education,Masters,In Person,No,No license,https://education.utexas.edu/departments/special-education/graduate-programs/autism-developmental-disabilities/autism-developmental-disabilities-master%E2%80%99s-degree-programs
Texas,University of Texas at Dallas,Fast Track Baccalaureate/Master's Degrees,Special Education,Integrated Bachelors/Masters,In Person,No,No license,https://catalog.utdallas.edu/now/undergraduate/programs/bbs/child-learning-and-development
Texas,University of Texas at Dallas,Master of Science in Human Development and Early Childhood Disorders,Special Education,Masters,Online,No,No license,https://bbs.utdallas.edu/departments/psychology/graduate-programs/human-development-and-early-childhood-disorders-ms/
Texas,University of Texas at El Paso,BS in Education (PK-12): Special Education (ASPE)-,Special Education,Bachelors,In Person,No,Special Education,http://catalog.utep.edu/undergrad/college-of-education/teacher-education/bs-education/
Texas,University of Texas at El Paso,Graduate Certificate in Early Intervention Studies,Special Education,Graduate Certificate,In Person,No,No license,http://catalog.utep.edu/grad/college-of-education/educational-psychology-special-services/certificate-early-intervention-studies20/
Texas,University of Texas at El Paso,M.A. in Education,Special Education,Masters,Online,No,No license,http://catalog.utep.edu/grad/college-of-education/education-deans-office/education-ma/
Texas,University of Texas at El Paso,M.Ed. - Special Education - High Incidence Disabilities,Special Education,Masters,In Person,No,No license,http://catalog.utep.edu/grad/college-of-education/educational-psychology-special-services/med-special-education/
Texas,University of Texas at El Paso,M.Ed. - Special Education - Low Incidence Disabilities,Special Education,Masters,In Person,No,No license,http://catalog.utep.edu/grad/college-of-education/educational-psychology-special-services/med-special-education/
Texas,University of Texas at San Antonio,Bachelor of Arts Degree in Interdisciplinary Studies (EC–12 Special Education Certification Concentration),Special Education,Bachelors,In Person,No,Special Education,https://catalog.utsa.edu/undergraduate/educationhumandevelopment/interdisciplinarylearningteaching/#degreestext
Texas,University of Texas at San Antonio,Master of Arts Degree in Special Education,Special Education,Masters,In Person,No,Special Education,https://future.utsa.edu/programs/master/special-education/#_ga=2.28421820.1405885878.1670358681-871796094.1670358681
Texas,University of Texas at Tyler,Bachelor of Science in Interdisciplinary Studies - Early Childhood - Grade 6 Certification with SpEd Supplemental,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.uttyler.edu/education/undergraduate/interdiciplinary-studies-ec6.php
Texas,University of Texas of the Permian Basin,"BA Early Childhood: PK-3 with Early Childhood Intervention, Certificate",Dual,Certificate in conjunction with a Bachelors,Online,No,No license,https://www.utpb.edu/academics/programs/teaching-certification/teacher-certificate-bachelor-degree/undergrad-teachcert
Texas,University of Texas of the Permian Basin,"Child and Family Studies, BA - Learning and Development Track with Development",Dual,Bachelors,Online,No,ECE and Special Education,https://www.utpb.edu/academics/programs/child-family-studies/ba-child-family-studies-learning-development#top
Texas,University of Texas of the Permian Basin,"Child and Family Studies, BA - Learning and Development Track with Exceptionalities",Dual,Bachelors,Online,No,ECE and Special Education,https://www.utpb.edu/academics/programs/child-family-studies/ba-child-family-studies-learning-development#top
Texas,University of Texas of the Permian Basin,Teacher Certification - EC-6 with Special Education EC-12,Dual,Bachelors,Online,No,Elementary Ed and Special Education,https://www.utpb.edu/academics/programs/teaching-certification/teacher-certificate-bachelor-degree/
Texas,University of Texas of the Permian Basin,Teacher Certification PreK-3 with Special Education EC-12,Dual,Bachelors,Online,No,ECE and Special Education,https://www.utpb.edu/academics/programs/teaching-certification/teacher-certificate-bachelor-degree/
Texas,University of Texas of the Permian Basin,"MA in Special Education, Autism Spectrum Disorders Track",Special Education,Masters,Online,No,No license,https://online.utpb.edu/programs/master-of-arts/special-education-autism-spectrum-disorders/
Texas,University of Texas of the Permian Basin,Online MA in Special Education,Special Education,Masters,Online,No,No license,https://online.utpb.edu/programs/master-of-arts/special-education/#overview
Texas,University of Texas of the Permian Basin,Post-Bacc Alternative Teacher Certification All Level (Grades EC-12) Special Education,Special Education,Post Bac. Certificate,Online,Yes,Special Education,https://www.utpb.edu/academics/programs/teaching-certification/alternative-teacher-certification-post-baccalaureate/index
Texas,University of Texas of the Permian Basin,Special Education Supplemental Certificate,Special Education,No Degree,In Person,No,Special Education,https://www.utpb.edu/academics/programs/teaching-certification/teacher-certificate-bachelor-degree/undergrad-teachcert
Texas,University of Texas Rio Grande Valley,"Early Care and Early Childhood Studies, Bachelor of Science + Special Education Minor",Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.utrgv.edu/hdss/degrees-programs/undergraduate-programs/early-childhood-and-early-care-studies-certification-bs/index.htm
Texas,University of Texas Rio Grande Valley,"Early Care and Early Childhood Studies, Bachelor of Science + Special Education Minor No license",Blended,Bachelors,In Person,No,No license,https://www.utrgv.edu/hdss/degrees-programs/undergraduate-programs/early-childhood-and-early-care-studies-bs/index.htm
Texas,University of Texas Rio Grande Valley,"Interdisciplinary Studies (Special Education EC-6th Certification), Bachelor of Interdisciplinary Studies",Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.utrgv.edu/programs/bis-education-cert-6.htm
Texas,University of Texas Rio Grande Valley,Curriculum and Instruction with a Specialization in Special Education (Ed.D.),Special Education,Doctorate,In Person or Online ,No,No license,https://www.utrgv.edu/graduate/for-future-students/graduate-programs/program-requirements/curriculum-and-instruction-edd/index.htm
Texas,University of Texas Rio Grande Valley,Special Education (MED) - Accelerated Online Program,Special Education,Masters,Online,No,Special Education,https://www.utrgv.edu/accelerated/programs/master-of-education-in-special-education/index.htm
Texas,University of the Incarnate Word,Bachelor of Arts in Elementary Education EC to Grade 6 with Sped Minor,Dual,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.uiw.edu/education/academics/undergraduate/bachelors-in-interdisciplinary-studies.html
Texas,Wayland Baptist University,"Elementary Education (grades EC-6) with Special Education (grades EC-12), B.S.I.S. with Cert-Early Intervention Specialist, Undergraduate Certificate",ECSE,Certificate in conjunction with a Bachelors,In Person,No,No license,https://www.wbu.edu/academics/schools/school-of-education/program-and-majors/index.htm
Texas,Wayland Baptist University,"Elementary Education (grades EC-6) with Special Education (grades EC-12), B.S.I.S.",Blended,Bachelors,In Person,No,Elementary Ed and Special Education,https://www.wbu.edu/academics/schools/school-of-education/program-and-majors/index.htm
Texas,Wayland Baptist University,Alternative Certification Texas teaching certificate,Special Education,Post Bac. Certificate,In Person,Yes,Special Education,https://www.wbu.edu/academics/schools/school-of-education/wayland-alternative-certification.htm
Texas,West Texas A & M,Master of Arts in Teaching - Special Education,Special Education,Masters,In Person,No,Special Education,https://www.wtamu.edu/academics/college-education-social-sciences/department-education/programs/graduate/master-arts-teaching/index.html
Texas,West Texas A & M,Master of Arts in Teaching - Special Education - Clinical Teaching Experience,Special Education,Masters,In Person,No,Special Education,https://www.wtamu.edu/academics/college-education-social-sciences/department-education/programs/graduate/master-arts-teaching/index.html
Texas,West Texas A & M,Panhandle Alternative Certification for Educators/M.A.T. (Texas Classroom Teacher Certification)- EC-12 Special Education,Special Education,Masters,Online,Yes,Special Education,https://www.wtamu.edu/academics/college-education-social-sciences/department-education/pace/index.html
Texas,West Texas A & M,Special Education (Grades EC-12) Teaching Certification (Interdisciplinary Studies B.S.),Special Education,Bachelors,In Person,No,Special Education,https://catalog.wtamu.edu/preview_program.php?catoid=29&poid=4729&hl=Special+Education+%28Grades+EC-12%29+Certification+%28Education+B.S.%29&returnto=search
Utah,University of Utah,BS in Special Education: Early Childhood Special Education,ECSE,Bachelors,In Person,No,ECSE,https://advising.utah.edu/majors/quick-look/special-education.php
